ID,account_type,gender,age,region_code,cc_cons_apr,dc_cons_apr,cc_cons_may,dc_cons_may,cc_cons_jun,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,loan_enq,emi_active,cc_cons
9095,current,M,36,454,15413.94,7915.12,11501.64,362.59,4083,3192,2,22,59,4,4,2,232000,1,1,1,1,27730.68,128314.74,610000,2921,81009.68,38605,4,4,47676,189569.11,15233,3,5,35443,75055.44,16503,4,83,28127,Y,604.67,5040
13966,current,M,42,771,16721.445,1624.65,35423,8195.11,1089,321.52,66,601,86,2,25,11,505000,1,1,1,1,98062.5,64309.52,230000,5730,97769.8,59633,40,13,102352,117151.27,36791,3,27,22259,7329.82,138424.78,8,73,17106.14,Y,11642.04,16484
13189,current,M,29,886,33377.78,1254,2755.66,8837,4494,24513.2,26,23,47,35,2,3,381000,1,1,1,1,8209320,110135.86,1630,167,66862.02,62325.2,23,36,22091,56270,45556,1,5,38716,165,37341,5,63,34567,Y,371.78,6891
16117,current,F,35,928,38903,5195,1043.04,59846.44,2942,30020,8,10,19,1,31,34,353000,1,1,1,1,472,145000,8333,1500,105.25,159969.99,35,26,32622,24598.35,90949,2,21,29668,31665.85,38468,93,7,15764,Y,864.24,292435
805,current,M,62,258,26369.95,771.45,54492.21,1429.11,22893.375,4086.52,2,8,112,48,21,55,293000,1,1,1,1,526.25,1194405.5,550,12163,256730.16,1663,63,3,15980,32120.5,11191,31,11,17508,38340.76,43402,4,9,58424,Y,90.6,15064
15635,current,M,38,836,5599.52,7500,15329.45,11174,2902.4,1252.22,59,30,71,8,27,3,216000,1,1,1,1,690,100934,908,1332,57572.65,17328,46,3,19392,20807.36,26104,0,86,23100,25162.13,62135,49,8,26965,Y,1507.13,3422
4206,saving,M,37,866,1864.85,57262,15331.54,6284,15647.65,4732,3,34,2,2,17,2,28000,1,1,1,1,8209320,107639.28,130000,12415,15678.54,57279.15,16,1,9586,92439.5,128181,1,63,54405,54327.88,19130,21,133,60019,Y,3364.38,517
8199,current,M,47,525,9138,6243.02,17096.88,1640.46,7187.55,2488,10,10,7,82,1,1,494000,1,1,1,1,205595.43,54388.23,90525,-4679,68210.1,47169,46,3,12776,15463.5,90736,5,70,18405,40161.73,233525.94,42,32,19889,Y,17367.34,6699
3229,current,F,27,370,7840.11,8190.92,13330.65,2368,993.04,2040,10,84,19,48,9,44,371000,1,1,1,1,526.25,100934,10000,8723,16299.73,37127,39,3,18757,51396.52,39564,6,31,21481.87,88649.21,198513.84,6,113,26351,Y,3172.05,27283
9308,current,M,42,801,6101.05,1764.56,21634.3,8033.84,7217,1627.41,12,9,27,1,18,1,568000,1,1,1,1,15079.5,1372927.14,9570,173,70613,24774,18,25,1953756,29782.13,69097,3,8,40066.75,72861.92,69097.78,4,12,71305,Y,110.91,433
5909,saving,F,33,354,31607.04,5061,29226.75,2710,5613.14,334.22,60,66,87,4,71,1,199999,1,1,1,1,331.2,15957,4367,6916,26421.27,25244,63,2,9262.75,313265.74,62375,1,63,19399,56620.62,21295.45,3,75,69003,Y,4172.08,322653
12226,current,F,30,395,3238,632,3256.5,886.5,4910,500,12,7,18,30,15,6,472000,1,1,1,1,111,385218.7,300000,-4679,85842.25,41864,69,3,17155,51935,30813.2,5,12,16780,83332.01,81741,94,50,62247,Y,12904.95,3833
16176,current,M,33,626,28601.54,5693.23,7227.9,4115,7904.07,13067.65,531,18,50,1,3,5,390000,1,1,1,1,803155.7,143000,3975,1992,55471.75,36559,46,6,43127,4933.56,33067,0,13,20330,58019.25,221139.29,2,73,26304,Y,116.91,10701
14123,current,M,56,945,20906.62,12152.84,2965,2135,28971.64,637,1,29,7,3,4,81,845000,1,1,1,1,5688,64215.6,4000,-12179,19445.25,82551,12,3,30368,56116,23634,5,171,463086.63,32389.41,41731,6,8,15989,Y,2328.27,17722
15756,current,M,42,385,13663.8,3358.4,6634.12,794,4391.955,4885.75,8,10,135,1,3,55,116000,1,1,1,1,196885,16000,100000,1444,3369.25,32721,6,26,53399,70653.29,28021,9,82,132082,221923.43,153654.04,3,50,62085,Y,441.96,2515
17318,current,M,47,394,12601.04,3822,9563.7,4634,13792.52,722.1,19,26,67,8,12,98,152000,1,1,1,1,471.05,267421.4,39389,2351,28702.56,100560,5,15,106650,211476.84,44039,11,50,11300,50702,71060.8,12,36,1017,Y,8898.03,707
16419,current,M,30,805,27145,15524.19,82808.47,5396.96,3536.895,3613.42,44,19,49,82,1,98,587000,1,1,1,1,462720,97523.61,24094,5464,603266.23,15022,12,4,127943,54177.26,66409.99,31,171,476330,26818.75,73807,2,73,46650,Y,1243.58,28935
15040,current,F,221,385,5539,1974,40013.26,34158.95,14973.89,7602,4,10,89,2,25,1,240000,1,1,1,1,8758.2,176487.6,1255,2500,80869.75,76954,52,7,37355,56253.78,18682.36,9,171,101950,154187.45,43235.16,2,10,53791,Y,20489.62,404095
18655,current,F,47,538,4377,6189.05,76872.86,7455,32691,46180,100,3,70,53,1,68,155000,1,1,1,1,27747,222222,24251,-5998.43994,22268.66,42645,2,7,21086,41858.6,20265,2,20,1363274,51297,34795,58,76,87726,Y,3503.67,2282
12033,current,M,62,723,27100,17761,4592.045,540.33,5563.18,9812,531,1,4,30,1,47,595000,1,1,1,1,1038501.78,152.87,1630,12965,49107,11703,4,35,40544,5484.04,221302,2,70,15640,20016.43,59204,62,10,20229,Y,3167.04,1343
5417,current,M,27,503,1079,10091.23,8635.23,8398,18155,1654.5,4,19,18,1,4,37,306000,1,1,1,1,970271.35,356899.37,90525,19453,76600.61,74130.37,3,2,19571.04,145741.25,106800,4,26,85562,26564.24,17055,3,24,32192.09,Y,614.16,14221
2778,current,M,34,583,2217.6,8243.4,2106.68,1864.29,10499,9243.65,17,30,61,52,25,18,78000,1,1,1,1,139323.25,136000,155205,5773,141940.45,40024,32,3,32089,18224.26,86159.86,1,6,14898.58,23135.91,38706,2,18,55607.78,Y,942.97,29857
11346,current,M,35,606,4537.01,7391,17241.5,8564.48,27696.22,2237.2,2,1,18,4,1,8,381000,1,1,1,1,298492,24000,130000,2921,33378.47,59473,12,1,82254,7597,88301.74,43,8,62082,41593.6,13739,7,50,27670,Y,23807.13,10917
16054,current,M,62,653,2625,2861.21,5759.49,11450.32,1073,8007,9,14,3,1,1,91,375000,1,1,1,1,5457,1475000,908,5464,60593.45,31174,7,43,52993,19399.5,164837.6,2,59,20832,85967.83,58955.5,9,83,9874,Y,444.01,17894
17304,current,M,36,485,37947.95,5058,7161.3,14281.62,1976,23197,12,36,11,7,55,16,378000,1,1,1,1,80163.75,142608.5,768,1992,27813,136294,90,6,79375,26797.45,72466,5,5,18736,14220.02,36302.88,4,61,22315,Y,5070.46,9960
10898,current,M,33,628,6108.13,5909.01,1432.7,16738.51,4818,8467.62,26,29,67,1,36,8,306000,1,1,1,1,13180,170989,908,7478,40334.25,9047,16,36,41784,18317.6,6288,3,108,90755,74091.21,50943,7,63,16634,Y,3213.21,3432
9730,current,M,36,737,9251,6170.82,4175,14935.22,1552.21,156,9,5,4,52,60,8,252000,1,1,1,1,205595.43,119831,100000,8723,18529.01,108215.38,69,3,12959,85631.28,79875.82,0,5,35543,97302.81,71141,14,68,331324,Y,7202.67,516
17167,current,M,33,801,10260,3491,22039.14,8785.92,6320,4432,7,6,19,24,1,1,45000,1,1,1,1,168.75,64491,28912,-6281.37988,87480.66,26960,69,1,102695.25,23514.1,186698,1,63,81870,11840,35471,11,103,49.29,Y,14573.7,132817
14416,current,M,47,623,22858.68,3327.8,39127.96,1720,211.12,1113,14,10,49,47,9,4,300000,1,1,1,1,568.8,74599.9,731,5439,77903.97,17049,48,35,36509,5565.01,5344.35,1,12,0.25,225352.79,77284.25,10,1,7582.5,Y,15617.44,137
4979,current,M,50,887,7056.22,57,4856,5396.96,23795.34,577.8,15,50,7,50,1,42,0,1,1,1,1,23592,145000,5540,-5998.43994,39686.25,151836,11,7,52720,38780,4796.86,30,8,187500,42034.08,97444,62,13,31560,Y,13709.2,5360
8559,current,M,42,923,75689,162,5794.78,6570.04,5998,537,60,38,44,4,15,3,375000,1,1,1,1,683316,50034.93,15654,6613,11178.21,43644,39,3,13600,50095.27,19053,1,23,28151,37799.42,34510,7,79,20224,Y,17692.83,73
4506,current,M,42,743,2207.25,808.3,2015.84,7854.4,6018.6,5113,6,19,72,30,18,17,212500,1,1,1,1,17377.25,43545,4699,24326,19851.92,41006,17,2,42795,24500.16,19962,2,7,71630,13844.76,72398.5,14,39,60799,Y,1924.5,345119
15157,current,M,58,503,18422.99,573,11639.72,1729.04,5101.22,11355,29,26,3,4,1,39,104000,1,1,1,1,59703.93,152664,13533,0,14762,32961,2,1,52486,64353.87,119639,1,75,178243,55356.82,62438,94,8,20143,Y,1975.15,15098
5729,current,M,33,505,7952.29,18119.58,40597.73,2965.6,3103.925,23270,7,77,35,1,4,4,447000,1,1,1,1,88,24703,925,0,44858.15,29093.44,46,3,9562,54963.74,164623,43,59,24878,71466.84,23507,4,24,108740,Y,1642.76,7543
17644,current,M,35,583,69508.09,20959,14328.5,4197,168145,1864,56,36,9,3,1,1,100000,1,1,1,1,265809.85,55000,68000,2351,66426.29,31790,35,4,27050,67504.65,91899,6,1,87926,37698.87,45424,94,73,27043,Y,4292.22,20428
17174,current,M,33,748,12388,441,7948.375,4444.25,16479,4086.52,2,67,10,42,27,4,59000,1,1,1,1,101891.25,27000,3000,6613,20426.61,62114,16,2,38784,58411.71,36954,4,5,22902,47162.5,60840.75,94,133,37234,Y,1123.12,1645
19228,saving,M,46,385,13403,1503,2116.81,428,11056,813.59,43,5,59,22,21,4,378000,1,1,1,1,360978.37,1372927.14,505,418,81009.68,21223,10,36,20985.72,15052.67,18198,3,13,86790,229238.13,6322,12,49,27166,Y,19784.13,17426
759,current,M,29,958,8198.03,715,1788.11,2513,2981.25,345.48,60,46,82,19,6,2,19000,1,1,1,1,10535967.5,1084598.7,3570,2500,27966.87,165527,18,5,21925,53560.98,56266.5,3,28,36666,179536.5,170191,3,13,26666.74,Y,2464.89,16529
6825,current,M,33,538,44204.03,3276,23305.84,295,40161.27,1252.22,4,128,72,1,2,30,338000,1,1,1,1,53530.07,52991,694,-12179,33426.97,72678,55,14,33022,266682.76,55145,70,9,14395,18919,238192,14,7,24862.19,Y,3468.04,2630
19008,current,M,31,656,18931,210,6554.32,768,6582,1085,44,26,14,2,60,2,199999,1,1,1,1,360978.37,358480.64,230000,-6885,109656.06,25576,43,2,27767,39089,48011,1,8,42641.8,27019.5,25067.96,9,57,44924,Y,3112.71,220241
3575,current,M,44,647,149055.97,1256,6431.64,2064,1602.52,6322.1,4,34,64,24,55,2,324000,1,1,1,1,1500,175000,500000,-5998.43994,15690.03,78836,91,3,25365,18868,184532,19,20,15990,3074,70026,4,120,762,Y,29143.23,11296
16156,current,M,44,614,14945.19,3117,34996.87,4608,1819.5,11781,7,81,29,42,2,56,125000,1,1,1,1,2014.8,93.35,2644,12174,30729.39,59034.03,62,35,26064,27710.5,133024,12,5,20396,45546.6,631045.85,4,104,420,Y,60763.75,10234
3583,current,M,69,385,1417.43,2544,5941.55,496.06,2638,88567.97,53,9,79,5,5,53,218000,1,1,1,1,199690.5,176487.6,711,-5439,875.25,13198.69,2,4,28568,21101.6,27113,50,8,18264,208110.4,20796,2,17,17953,Y,3294.91,6016
16189,current,M,40,957,5538.39,452,1814.2,4586.13,15870.82,2738,10,56,112,4,21,56,54000,1,1,1,1,148705,32714,1633,5730,51761,25104,67,26,49316,72045.09,12400,2,50,36940,40795.49,26343,40,13,99995,Y,5251.76,16029
79,current,F,51,814,18363,2404,9553.93,7472.07,1201.6,10508,15,46,82,8,6,98,519000,1,1,1,1,937,1300000,30000,1245,56605.28,42201,37,1,9400,14260,15237,35,20,48764,46487,44246.09,3,124,13038,Y,50987.25,17213
19428,current,M,28,658,6665.6,18225,15316.7,5407,27134,6375.89,66,30,35,30,14,4,170000,1,1,1,1,4140,9866.01,300500,-3506.17993,10303.25,20421,10,23,14394,8579.85,43929,0,40,49316,35390.5,35602.68,21,58,66943,Y,10033.1,6117
6856,current,F,29,743,5729.15,2792.07,8720.68,2500.25,24719.98,4437,52,10,135,5,1,80,362000,1,1,1,1,3938.25,24703,300000,3897,22524.25,93150.84,39,2,39379,57913.57,47069,4,171,38436,46781.12,11829.5,3,63,44865,Y,1527.41,324456
16731,current,M,40,653,49990.02,253,4556.64,1364.05,424.06,6069,50,65,4,5,3,11,282000,1,1,1,1,8209320,537476.4,12000,-5439,43410.83,24752,20,36,50806,83012.35,25616,47,6,26519,33491.01,445.64,8,83,27425,Y,1446.07,5442
4425,current,M,32,737,20137.29,1561,36934,44371.4,8316.69,5171.01,1,85,35,1,36,16,156000,1,1,1,1,192428.25,154121.9,678,6916,507434,32416,16,0,293262,52418.61,108209,1,36,22910,112695.81,3313,13,61,38085,Y,11330.15,1291
4743,current,M,53,523,41070.05,6041,107700,4740,11809.25,949,25,65,89,24,7,13,134000,1,1,1,1,201133,17000,3975,1429,218383.57,120021,18,4,11457,13902,102600,1,8,101950,8233.03,100298,36,57,27279,Y,17599.29,6886
12800,current,M,62,595,8265.42,2328,40521.74,146229,25403,6667,12,10,47,1,6,54,100000,1,1,1,1,45463,76157.6,594,-5715.49023,39509.71,239131.19,7,17,15480,82448,29438,1,81,4598,20696.81,47004,6,83,54485,Y,26590.59,453
3276,current,M,33,887,7082.84,2372,28488.51,11846.74,1156,760.72,60,128,19,1,2,55,167000,1,1,1,1,0.61,470000,1209,4889,59651.56,95759.38,40,1,21541,134192.92,87654.99,1,70,24637,17753.47,166400,14,79,14270,Y,2914.88,4572
12613,saving,M,30,516,108014.59,4245,32221.99,7914,8400.44,3033.36,43,6,87,1,6,81,461000,1,1,1,1,68640,2300000,6000,6613,30020.52,67699,24,4,59690,50297.25,25430,2,20,21481.87,69615.51,243183,3,63,22909,Y,15242.4,9047
6446,current,M,62,945,47743.25,2202,6132.65,12957,13775.6,423.02,136,10,11,48,2,10,406000,1,1,1,1,12.19,1024477.47,300500,-4664,16307,27884,11,5,44925,70330.47,42329.79,3,23,13501,44224,21700,2,2,49520,Y,7658.29,37695
15569,current,F,42,516,12497.71,18426.93,10554.87,18517.22,14113,1682.77,66,27,1,10,2,4,156000,1,1,1,1,39851.93,202560,500718,-3625,196900.04,29925,11,13,23404,6850.88,372819,10,13,42225,13764.8,39504,10,39,32616,Y,3447.42,7079
5233,current,M,33,955,9721.36,15164.02,4361.075,1005,2528,700,8,1,30,30,6,34,512000,1,1,1,1,306.4,76157.6,768,1411,43436.78,35504,11,2,11614,25535.75,43785.36,8,5,23741,60406.37,56857,12,50,11047,Y,3024.38,1808
19971,saving,M,66,505,4905.3,1889.8,3626.04,2305.78,2206,32970.42,1,16,29,2,2,64,556000,1,1,1,1,65887.8,61022.63,891,-3506.17993,318.36,49746,9,3,42386,90409.36,18612,2,21,121191,20614.76,34336.25,117,12,36339,Y,2391.74,18779
5649,current,M,47,863,5620.31,220.75,5391,9023,1598.4,322.21,31,19,2,17,14,1,352000,1,1,1,1,11027.5,107692,583,2500,74009.75,43451,32,7,36949,55814.28,20283,5,69,25762,49704.28,63610,3,67,48560,Y,10676.78,17995
10075,current,M,53,300,21729,1822.24,40013.26,7762,3068.89,4519,14,10,46,2,2,6,345000,1,1,1,1,3247.5,74599.9,155205,0,25067.25,30851,24,36,104000,133982.48,36091.43,3,63,22504,37230.29,155,6,63,16349,Y,227.18,13388
11180,current,M,47,743,26025.37,2846.6,74019,10683.43,14412,15959,2,6,85,3,44,47,579000,1,1,1,1,1104223.35,1034285.63,15654,17080,37884.36,150191.5,23,4,22533,19898.5,26821,6,12,78981,30008.98,16049,36,3,22168,Y,2677.11,139641
11924,current,M,30,233,12384.27,275,15817.96,3773,2323.6,428.52,12,1,72,1,2,98,466000,1,1,1,1,4120,108788,4198,0,28031.56,45045,59,19,26451.36,14899.29,943,70,1,20920,21127,246908,21,57,18851.77,Y,7898.79,113822
16386,current,M,32,743,10080,7745,26676.32,35186.49,3671.2,1676,56,3,50,57,3,98,268000,1,1,1,1,325024.6,13299,2019,2337,119291.65,86724.91,147,36,23881,20368.84,26038,2,2,21623,55130.63,138403,3,73,28990,Y,2426.62,98789
19338,current,M,32,325,2710,12701.75,41740,9366,8711,274,10,1,102,5,2,47,555000,1,1,1,1,5045.13,248710,583,5464,9228.89,102124,12,0,52600,44190,85274,1,86,19705,27506.26,31247,16,72,59757,Y,1132.75,14969
1260,current,M,53,516,8715,4008.51,66337.87,8871.46,12069,2853.02,5,5,6,50,31,3,124000,1,1,1,1,31454.1,61022.63,4000,1992,9559.16,185707.83,43,2,31176,16087.38,100040,1,1,99422.75,44337,35750.5,4,124,106368,Y,2093.54,2286
3989,current,M,35,723,11925.2,5644.09,72254.62,3536.38,1997,2306,28,36,44,5,46,64,402000,1,1,1,1,148705,500358.79,492,5730,39671.4,71430,62,36,26844,136899.75,57661,43,6,58036,25309.32,58342.34,6,78,64733,Y,4224.92,16966
16596,current,M,47,351,2797.34,2870.15,9596.94,3240,1443,1124,18,30,87,57,15,26,293000,1,1,1,1,75240.45,93.35,230000,-3506.17993,62613.01,72100,69,1,23668,20444.64,24668.5,6,8,22091,49381.85,48156.97,19,9,24339,Y,5109.98,294994
7831,current,M,40,626,4197.48,1097,7895.38,10834.97,7925.345,1354,6,36,19,1,51,26,524000,1,1,1,1,34648.75,46500,27809,-402,9782.92,32746,11,23,25825,5420,19773,6,9,136500,50196.18,45424,3,24,50913,Y,12650.36,11120
8676,current,M,34,653,104262.02,1343,51843.02,2239,2179,4519,19,19,19,2,9,12,255000,1,1,1,1,24832,35000,15477,3323,2033.12,154398.22,5,31,31094.2,30377.79,12615,6,104,78565,32458.62,103110.25,7,24,56930,Y,3763.37,5794
10949,current,M,34,454,26787.945,6783,73581,1334,22456,15647.48,66,10,38,1,18,80,510000,1,1,1,1,8758.2,24000,1052,6916,23415.69,18253,16,1,71467,10935.88,30156,2,6,100136,52458.46,46917.34,11,103,19371,Y,17350.88,7256
9038,current,M,64,516,3321.72,3889,10674.8,53018,11288.78,4018.52,3,43,44,21,6,2,358000,1,1,1,1,115818.74,464261.6,908,9415,265442.98,13795,29,4,12505,35034.31,39398.3,43,86,61166,17508,41471,2,106,59859,Y,1637.64,7517
7990,current,M,46,445,27819.61,15559,4747,13329.11,6811.5,4466,7,26,85,52,4,8,408000,1,1,1,1,1466675,16000,27809,5730,63554,77068,16,1,17354,40478.15,138384,50,81,28127.16,243680.6,1676,13,14,16396,Y,3683.82,17844
16554,current,M,37,683,18793.125,248.69,1268.11,502.5,3177,868.5,6,27,70,4,1,53,170000,1,1,1,1,327324.9,330001,16068,9415,48159.67,51893,9,3,31925,47324.12,78117,9,12,18064,125294.96,214397.29,2,18,50913,Y,2528.73,2298
2263,current,M,67,683,3242,608.75,1279.34,558.01,4821.6,5393,53,2,64,50,2,30,198000,1,1,1,1,140790,460000,54101,8723,41982.09,39646,42,5,52821,45038,66773.35,3,18,54428,12240.39,62785.75,21,13,58637,Y,18101.41,106660
5993,current,M,28,633,2991.78,2361.55,9060.42,598.76,9761,8629,136,46,87,5,2,1,352000,1,1,1,1,61186.36,60040,25524,-6885,107245.53,44604,5,6,36342,39173.76,9752,47,70,22554,74969,209,4,42,47534,Y,3280.84,1416
13946,saving,M,30,385,5492,1720.5,31402.35,2512.59,6661.2,443.95,19,29,7,18,1,8,293000,1,1,1,1,1309500.9,71256,130000,5730,20991.97,38839,46,30,78876.82,555389.69,12720,42,11,13317,118163.56,35220,18,42,75798,Y,14286.28,175503
10253,current,M,40,566,19696.83,1804,8730.86,4493.97,2723,26860,7,30,74,8,6,34,294000,1,1,1,1,13732.93,10465.48,5540,20324,5487.06,24476,43,36,40829,29738.2,36423,9,6,36206,96870.94,59620.05,117,32,11478,Y,5186.33,213185
652,current,M,219,523,15569,1007.2,6368.47,13972.3,8601.42,204,4,3,23,10,6,1,74100,1,1,1,1,3938.25,1024477.47,12000,5464,179.75,35437,59,2,47432,38348.04,20359.5,6,4,24734,108519.9,42484.54,5,18,92482,Y,617.24,12691
17010,current,M,29,245,16726.41,512.49,45579.65,1163,19582.78,1101.14,7,3,112,30,21,58,402000,1,1,1,1,684495.7,385218.7,4458,1089,30340,42683.86,4,0,15867,364893.84,57176,17,20,13817,47517.56,30415,21,24,48538,Y,525.26,15246
17715,current,M,37,331,16374.4,4121.43,6601,38,10036.75,1299,44,85,60,5,45,81,84000,1,1,1,1,370776,460000,25524,-5942,8158,25032,20,19,17163,39087.26,11532.41,2,44,10175,40904.52,250312,3,68,15431,Y,547.48,13663
182,current,F,47,536,4194.47,3690.13,3865.48,1667,5048,11800.26,2,1,64,18,3,47,184000,1,1,1,1,1900,150000,9570,6260,3778,41951,4,5,33453,95016.44,68867,1,81,175705,29196.49,30483.5,3,65,76500,Y,3694.28,96347
8876,current,M,55,614,12261.86,245,4797.17,413,23084.88,10162.79,12,9,60,3,8,4,525000,1,1,1,1,472,19000,1001,1465,31086.25,30053,39,3,17484,27742.25,55886.4,70,20,98790,81000,45425,7,38,38710,Y,1952.35,2828
14920,current,M,37,771,54923.995,1339.96,59916.04,349,2742,15856,6,43,4,5,3,6,393000,1,1,1,1,3938.25,5729,49975,691,192119,80128,91,26,85769,44741.41,57593,3,20,7452,144369.51,48335,10,12,205641,Y,7706.84,176229
11201,current,M,30,684,17135.88,1421,15293.91,5468.23,4093.66,1821,60,37,13,1,2,1,294000,1,1,1,1,2.13,545000,19400,2921,20921.75,61376.5,11,1,22604,16460,85697.26,3,23,50050,58637.12,8930,11,64,169915,Y,405.12,13370
8523,current,M,40,623,2378.47,363,42370.36,27860,11143,5087,3,26,6,11,38,18,340000,1,1,1,1,526.25,2436.91,5540,6409,30031.06,54338,42,3,28480,35673,15393.22,9,24,14213,12240.39,21761,4,75,49854,Y,834.32,4986
3828,current,M,118,307,1676.85,311.62,4499,989.44,29355,3002,16,36,9,18,55,3,290000,1,1,1,1,153410,184514,6100,35346,387331.82,120276,11,17,25414,17762,64244,20,82,50050,92566.72,81119.5,5,79,19869,Y,9508.75,5817
15287,saving,M,47,723,31767,128.5,5232.06,253293,12255,6190,44,99,67,15,3,18,19000,1,1,1,1,15939.83,38928,16215,1332,40918.89,173430,18,15,15263,11527.5,32324.86,4,5,17354,140261.63,329826.5,5,36,35254,Y,13904.19,11086
8592,current,M,32,372,1787.5,17925.04,9090.28,3666.67,10029,2141,5,30,38,1,1,14,42000,1,1,1,1,11878.6,191000,36114,977,21193,47189,84,11,13100,13020.6,17288,2,20,24810,45345.98,11299,6,32,19554,Y,6421.84,16002
5393,current,M,62,639,16154.02,9186,7086.32,5739.87,15357,6324,6,50,67,7,2,6,395000,1,1,1,1,28844,235.17,5822,-3506.17993,40434,11029,18,1,115985.94,41934.29,102315,19,30,128.89,101647.59,65428,6,35,53742,Y,11739.55,4028
338,current,M,53,796,10288.1,6674.8,14181.06,5190,18365.46,3060,12,37,23,24,18,22,120000,1,1,1,1,15772650.74,117890,1209,0,55967.16,35344,55,14,17668,75034.78,127039,9,50,29314,57640.64,66870.5,12,50,18678,Y,14643.69,7724
10643,current,M,32,685,7889,4892,14352,2802,5613.56,23315.26,19,56,9,3,6,8,127500,1,1,1,1,55700,43397,19176,2921,205190.06,78739,36,1,41409,34018.83,2773,9,87,69009,23441.67,27400,2,11,32395.89,Y,8078.91,14938
11694,current,F,46,921,25820.93,5628.21,33256.45,10307.84,3807.65,437.55,10,66,50,8,1,98,381000,1,1,1,1,4230125,5241,68000,0,94.92,276368.5,103,2,30514.73,1614,37365,2,11,22640,137127.91,202069,2,58,23602,Y,2254.65,5134
5206,current,M,35,506,20746.64,18099,22222,17318.47,7178.5,4494,7,23,9,24,3,17,59000,1,1,1,1,97043.6,70164,25639,7478,54935.49,115324,20,2,59990,28244,10.61,4,4,87334.41,29071.76,116070.8,10,11,517,Y,14529,1528
18893,current,M,66,640,18123,4157,2520,3350,10429.815,6829.18,25,25,10,1,44,42,110000,1,1,1,1,165907.57,11982,300000,2819,39010.46,209484,6,1,23090,13610.14,50920,24,13,2748,13957.86,29273,3,103,15641,Y,18261.92,10739
8740,current,M,44,858,3044.23,248,2188,14346,9989,4351,8,83,13,1,1,3,579000,1,1,1,1,8758.2,43545,43798,3735,2815.25,38100,17,1,24815,53625,21051,45,8,57350,52116.02,18282.22,7,58,67318,Y,4607.37,843
15179,current,M,33,743,1219,4640.8,6120,3389,1613.65,6452,1,10,50,8,15,47,199999,1,1,1,1,298492,399.09,13873,167,10221.38,56342,10,1,66000,37199,35792,2,13,34440,10416.38,943,2,104,26568,Y,26455.98,19321
12274,saving,M,62,249,3929.64,18698,23772.28,7806.94,2519,6617,26,10,4,1,17,98,784000,1,1,1,1,223000,308615.5,36114,1089,1488.02,42205,84,35,198650,87378.81,76919,43,13,27718,217103.92,39018.5,6,38,23417,Y,3184.71,9737
7825,current,M,42,748,10178.555,1776.87,15053.35,213.26,33671.5,15689,9,601,74,2,4,13,564000,1,1,1,1,70310.6,295150.9,500718,0,73444.5,88076,77,15,19317,13413.22,36136,9,86,64207,633728.77,98037.5,21,12,31864,Y,9264.76,12841
16361,current,M,53,805,9877.3,7009,6519.01,12633,13721,87,53,22,82,1,14,98,467000,1,1,1,1,1539496.64,19.39,25524,-4679,96932.5,32533,48,31,19718,36773.63,58156,47,50,18818,33485,62064,117,7,35053,Y,5247.31,13268
19270,current,M,62,686,125791.56,11327.9,17349.34,3892.52,3784.69,3700,4,46,110,1,1,1,47000,1,1,1,1,101891.25,308615.5,1018,3897,113837.53,209895.5,84,13,127943,50208.55,49356,50,17,73808,35922,75510,40,79,198000,Y,4302.67,406540
18697,saving,M,35,700,123825.34,921,8992.96,5401,36053.75,3978,44,10,9,3,5,30,17000,1,1,1,1,75240.45,158000,12000,-5715.49023,913124.69,12535,62,36,36332,4156,57746.38,47,81,93811,42439.76,48176,13,0,22800,Y,296.29,8837
13936,current,F,61,858,23763.74,7645.6,31751.79,573.58,7409.42,1250.5,25,2,3,8,21,54,138000,1,1,1,1,126303.7,11897,30000,1014,93423.83,29092,91,26,28601,94420.94,7167,31,81,32409,109852.36,39938,93,21,41454,Y,5516.95,4636
229,current,M,35,799,33059.58,12152.84,3675.92,3516,9640,3164,46,31,14,10,26,47,75000,1,1,1,1,825,1034285.63,230000,977,12024.33,64626,16,4,45750,49722,21016,1,20,17606.86,39416.78,19311,5,57,292,Y,18717.09,2429
2659,current,M,37,796,6076.69,29495.74,933.59,13285,9602.55,15502,5,3,17,2,14,7,378000,1,1,1,1,73010,760470.3,183999,-4664,29083.22,102357,62,3,5800,144614.44,39225,3,75,31755,114100.76,32857,47,39,72990,Y,1238.64,221742
17942,saving,M,25,653,19977.99,2869.46,35835.26,2913.65,100747,700,6,61,19,1,2,13,383000,1,1,1,1,105453.65,110135.86,130000,6885,45215.77,160897,5,13,18396,14692.52,23151,43,70,27637,235533.04,62565.5,4,10,204339,Y,8559.88,18576
7921,current,M,31,465,19369.92,2666.09,14202,570.66,5040,3075.52,2,5,110,1,3,1,300000,1,1,1,1,41070,165000,51520,-5715.49023,51681,43184,20,7,70177,12693,5485.47,0,20,21665,12244.49,13201,4,12,60831,Y,116.08,15674
